"[123, 0]",1,0,"[123, 0]",False
"[123, 0]",1,0,"[124, 0]",False
"[124, 0]",1,0,"[124, 0]",False
"[124, 0]",1,0,"[124, 0]",False
"[124, 0]",1,0,"[124, 0]",False
"[124, 0]",1,0,"[85, 0]",False
"[85, 0]",1,0,"[85, 0]",False
"[85, 0]",1,0,"[66, 0]",False
"[66, 0]",1,0,"[46, 0]",False
"[46, 0]",1,0,"[46, 0]",False
"[46, 0]",1,0,"[46, 0]",False
"[46, 0]",1,0,"[46, 0]",False
"[46, 0]",1,0,"[46, 0]",False
"[46, 0]",1,0,"[46, 0]",False
"[46, 0]",1,0,"[46, 0]",False
"[46, 0]",1,0,"[10, 0]",False
"[10, 0]",1,0,"[10, 0]",False
"[10, 0]",1,0,"[0, 0]",True
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[491, 1.1]",False
"[491, 1.1]",1,0,"[472, 0.7]",False
"[472, 0.7]",1,0,"[433, 0.3]",False
"[433, 0.3]",1,0,"[416, 0]",False
"[416, 0]",1,0,"[324, 1.1]",False
"[324, 1.1]",1,0,"[324, 0.7]",False
"[324, 0.7]",1,0,"[308, 0.3]",False
"[308, 0.3]",1,0,"[249, 0]",False
"[249, 0]",1,0,"[193, 1.1]",False
"[193, 1.1]",1,0,"[134, 0.7]",False
"[134, 0.7]",1,0,"[134, 0.3]",False
"[134, 0.3]",1,0,"[116, 0]",False
"[116, 0]",1,0,"[24, 1.1]",False
"[24, 1.1]",1,0,"[4, 0.7]",False
"[4, 0.7]",1,0,"[0, 0.3]",True
"[500, 0.3]",1,0,"[481, 0]",False
"[481, 0]",1,0,"[410, 1.1]",False
"[410, 1.1]",1,0,"[389, 0.7]",False
"[389, 0.7]",1,0,"[389, 0.3]",False
"[389, 0.3]",1,0,"[354, 0]",False
"[354, 0]",1,0,"[279, 1.1]",False
"[279, 1.1]",1,0,"[243, 0.7]",False
"[243, 0.7]",1,0,"[203, 0.3]",False
"[203, 0.3]",1,0,"[203, 0]",False
"[203, 0]",1,0,"[127, 1.1]",False
"[127, 1.1]",1,0,"[87, 0.7]",False
"[87, 0.7]",1,0,"[51, 0.3]",False
"[51, 0.3]",0,0,"[51, 0.2]",False
"[51, 0.2]",1,0,"[14, 0]",False
"[14, 0]",1,1,"[0, 1.1]",True
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[550, 0]",False
"[550, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[491, 0]",False
"[491, 0]",1,0,"[491, 0]",False
"[491, 0]",1,0,"[491, 0]",False
"[491, 0]",1,0,"[491, 0]",False
"[491, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[433, 0]",False
"[433, 0]",1,0,"[364, 1.1]",False
"[364, 1.1]",1,0,"[364, 0.7]",False
"[364, 0.7]",1,0,"[304, 0.3]",False
"[304, 0.3]",1,0,"[284, 0]",False
"[284, 0]",1,0,"[211, 1.1]",False
"[211, 1.1]",1,0,"[171, 0.7]",False
"[171, 0.7]",1,0,"[171, 0.3]",False
"[171, 0.3]",1,0,"[113, 0]",False
"[113, 0]",1,0,"[60, 1.1]",False
"[60, 1.1]",1,0,"[22, 0.7]",False
"[22, 0.7]",1,0,"[0, 0.3]",True
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[530, 0]",False
"[530, 0]",1,0,"[509, 0]",False
"[509, 0]",1,0,"[509, 0]",False
"[509, 0]",1,0,"[492, 0]",False
"[492, 0]",1,0,"[492, 0]",False
"[492, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[471, 0]",False
"[471, 0]",1,0,"[451, 0]",False
"[451, 0]",1,0,"[451, 0]",False
"[451, 0]",1,0,"[433, 0]",False
"[433, 0]",1,0,"[433, 0]",False
"[433, 0]",1,0,"[415, 0]",False
"[415, 0]",1,0,"[415, 0]",False
